00016373	4	00014398	00016566
00016566	5	00016373	
00016695	1		
00016848	2	00017275	
00017024	2	00001740	
00017275	1		00016848
00017524	2	00017858	00017667
00017667	3	00017524	
00017858	1		00017524
00018151	1		
00018398	3	01978076	
00018519	3	00145958	
00018806	2	00126072	00019175;00022092;00107035
00019175	3	00018806	
00019266	2	00126072	
00019441	2	00126072	00019785;00019975;00022309;00022679;00025196;00025647;00031174;00106477;00730186;01193027
00019785	3	00019441	
00019975	3	00019441	
00020126	1		00020252
00020252	2	00020126	
00020442	1		
00020664	4	00022309	00020919
00020919	5	00020664	
00021058	4	00084491	00021547;00021672;00021819;00021990;02202937
00021547	5	00021058	
00021672	5	00021058	
00021819	5	00021058	
00021990	5	00021058	
00022092	3	00018806	00097837
00022309	3	00019441	00020664
00022679	3	00019441	00023373;00024272;00028355;00193180
00023237	3	00225327	
00023373	4	00022679	
00023466	5	00092442	
00023639	4	00023861	
00023861	3	00145958	00023639
00024040	3	00145958	
00024272	4	00022679	
00024642	2	00126072	
00024807	2	00109468	00025027
00025027	3	00024807	
00025196	3	00019441	00027261
00025503	4	01225209	
00025647	3	00019441	00025978
00025978	4	00025647	
00026146	3	00145958	
00026378	3	00145958	00026727;00026934
00026727	4	00026378	
00026934	4	00026378	
00027057	2	00099475	
00027261	4	00025196	00027563;00028160
00027563	5	00027261	
00027698	5	00994073	00028003
00028003	6	00027698	
00028160	5	00027261	
00028355	4	00022679	
00028558	5	00034281	00028869;00029018;00029207;00029329;00032532
00028869	6	00028558	
00029018	6	00028558	
00029207	6	00028558	
00029329	6	00028558	00029511
00029511	7	00029329	
00029623	3	00031813	
00029735	3	00031813	
00029829	3	00031813	
00030003	3	00031813	
00030135	3	00031813	
00030359	3	00031813	
00030456	3	00225327	
00030640	5	00065410	00030846;00031270
00030846	6	00030640	
00031061	5	00065410	
00031174	3	00019441	
00031270	6	00030640	
00031411	3	00031813	
00031533	3	00031813	
00031656	3	00031813	
00031813	2	01806476	00029623;00029735;00029829;00030003;00030135;00030359;00031411;00031533;00031656;00032290;00032407
00032290	3	00031813	
00032407	3	00031813	
00032532	6	00028558	
00032771	9	00945869	
00032974	5	00034281	00033845
00033196	3	00033399	
00033399	2	02134989	00033196
00033592	2	02610777	00008792
00033845	6	00032974	
00033948	5	00994073	
00034108	5	00994073	
00034281	4	00742582	00008595;00008970;00028558;00032974;00034627;00034751
00034627	5	00034281	
00034751	5	00034281	
00034941	2	00104622	
00035082	4	00005815	
00035252	7	00035596	
00035441	7	00035596	
00035596	6	00035769	00035252;00035441
00035769	5	00040084	00035596;00036171;00036355;00036925;00037912;00041597;00493988
00036171	6	00035769	
00036355	6	00035769	00036678;00036773;00037131;00041748;00462189
00036678	7	00036355	
00036773	7	00036355	
00036925	6	00035769	
00037131	7	00036355	
00037291	5	00040084	00037673;00037772
00037507	2	00173351	
00037673	6	00037291	
00037772	6	00037291	
00037912	6	00035769	
00038078	5	00040084	00038400;00039919
00038400	6	00038078	
00038562	5	00040084	00038834;00039201
00038834	6	00038562	
00038980	3	01670789	
00039098	7	00039201	
00039201	6	00038562	00039098;00039393;00039537
00039393	7	00039201	
00039537	7	00039201	
00039663	5	00040084	
00039815	5	00040084	
00039919	6	00038078	
00040084	4	00293903	00035769;00037291;00038078;00038562;00039663;00039815;00040497;00040659;00042210;00042523;00042667;00042809;00043009;00043211
00040497	5	00040084	
00040659	5	00040084	00040937;00041148;00041285;00041904
00040937	6	00040659	
00041148	6	00040659	
00041285	6	00040659	
00041418	8	00041748	
00041597	6	00035769	
00041748	7	00036355	00041418
00041904	6	00040659	00042095
00042095	7	00041904	
00042210	5	00040084	
00042372	4	01555301	
00042523	5	00040084	
00042667	5	00040084	
00042809	5	00040084	
00043009	5	00040084	
00043211	5	00040084	
00043414	4	00043880	
00043643	4	00043880	
00043768	4	00043880	
00043880	3	00046251	00043414;00043643;00043768;00044795;00044971
00044528	3	00046251	00051970
00044795	4	00043880	
00044876	4	00047662	
00044971	4	00043880	
00045077	3	00046251	
00045263	3	00046251	
00045370	4	00293903	
00045548	3	00145958	00045739
00045739	4	00045548	
00045868	3	00145958	00046099;00106914
00046099	4	00045868	
00046251	2	00109468	00043880;00044528;00045077;00045263;00046749;00050369;00051354;00051659;00169266
00046749	3	00046251	
00046889	4	00050369	00047228
00047034	4	00050369	
00047228	5	00046889	
00047327	2	02636270	
00047462	2	02636270	
00047662	3	00145958	00044876;00048350;00048507;00048629;00048724;00048819;00048914;00049026;00049200;00049386;00049487;00051228;00051478;00051760;00106346
00048350	4	00047662	
00048507	4	00047662	
00048629	4	00047662	
00048724	4	00047662	
00048819	4	00047662	
00048914	4	00047662	
00049026	4	00047662	
00049200	4	00047662	
00049386	4	00047662	
00049487	4	00047662	
00049617	3	00179205	00050171
00050032	5	00050171	
00050171	4	00049617	00050032;00051087;00179372;01593579
00050369	3	00046251	00046889;00047034;00050777;00050887
00050777	4	00050369	
00050887	4	00050369	
00051087	5	00050171	
00051228	4	00047662	
00051354	3	00046251	
00051478	4	00047662	
00051659	3	00046251	
00051760	4	00047662	
00051970	4	00044528	
00052091	1		
00052265	2	00126072	00052562;00052876;00053058;00053373;00053776
00052562	3	00052265	
00052752	2	01835473	
00052876	3	00052265	
00053058	3	00052265	00053234
00053234	4	00053058	
00053373	3	00052265	
00053606	3	00145958	
00053776	3	00052265	
00054002	3	00145958	00067621
00054252	4	01431486	
00054345	2	01620211	
00054724	2	00104622	
00054856	2	01620211	00055281;00055930;00056076;00059956
00055281	3	00054856	00055451
00055451	4	00055281	
00055613	4	00516235	00055835
00055835	5	00055613	
00055930	3	00054856	
00056076	3	00054856	00056303
00056303	4	00056076	
00056397	5	01547861	00056543
00056543	6	00056397	
00056644	3	01756303	00057379;00057478;00057609;00057728;00057849;00057988;00058124;00058239;00058386;00058548;00058651;00058790
00057124	1		
00057220	3	02112831	
00057379	4	00056644	
00057478	4	00056644	
00057609	4	00056644	
00057728	4	00056644	
00057849	4	00056644	
00057988	4	00056644	
00058124	4	00056644	
00058239	4	00056644	
00058386	4	00056644	
00058548	4	00056644	
00058651	4	00056644	
00058790	4	00056644	
00059147	2	00721987	
00059330	1		
00059540	3	00059670	
00059670	2	00104622	00059540
00059834	4	00359085	
00059956	3	00054856	
00060248	4	00061366	00060472
00060472	5	00060248	
00060604	4	00061366	00060850;00060990
00060850	5	00060604	
00060990	5	00060604	
00061172	4	00061366	
00061366	3	00083562	00060248;00060604;00061172
00061704	3	00083562	
00061838	3	00083562	
00061974	3	00074587	
00062168	2	00104622	
00062353	4	00089076	00062744
00062545	4	00089076	
00062744	5	00062353	
00062866	4	00361585	
00063062	3	00208618	02124124;02124339
00063328	4	00204228	
00063495	3	00208618	
00063687	4	00063866	
00063866	3	00206293	00063687;00082061
00064258	2	00078513	
00064414	3	00064660	00069650;00070587;00070808
00064660	2	00126072	00064414;00074311;00074774
00064841	2	02610777	00065141;00077451;00078418;01190677
00065141	3	00064841	
00065266	2	02610777	
00065410	4	02112480	00030640;00031061;01789398
00065796	3	00065962	
00065962	2	01806476	00065796;00066633;00066748;00066900;00067045
00066456	2	00126072	
00066633	3	00065962	
00066748	3	00065962	
00066900	3	00065962	
00067045	3	00065962	
00067316	3	00072742	00069518
00067621	4	00054002	
00067770	3	00072742	00068238;00068398;00068511;00068629;00068783;00068937;00069066;00109197
00068238	4	00067770	
00068398	4	00067770	
00068511	4	00067770	
00068629	4	00067770	
00068783	4	00067770	
00068937	4	00067770	
00069066	4	00067770	00069341
00069341	5	00069066	
00069518	4	00067316	
00069650	4	00064414	00070210;00070404;00070507;00070949;00071556;00089938;00090640;00090876;00091265;00091720;00102340;00106714;00107543;01139564;01234216;01312138;01495382;01611412
00070210	5	00069650	
00070404	5	00069650	
00070507	5	00069650	
00070587	4	00064414	00309856
00070808	4	00064414	
00070949	5	00069650	00071300;00071399
00071300	6	00070949	
00071399	6	00070949	
00071556	5	00069650	
00071765	3	00072742	00072483;00072650
00072339	3	00072742	
00072483	4	00071765	
00072650	4	00071765	
00072742	2	00104622	00067316;00067770;00071765;00072339;00073096;00073791;00076153
00073096	3	00072742	00073337
00073337	4	00073096	
00073566	2	00078513	
00073791	3	00072742	00074206
00074206	4	00073791	
00074311	3	00064660	00074483
00074483	4	00074311	
00074587	2	00104622	00061974
00074774	3	00064660	00075174;00075751
00075174	4	00074774	00075461;00075628;00356178
00075461	5	00075174	
00075628	5	00075174	
00075751	4	00074774	
00075867	5	00092045	00099271;01770804
00076153	3	00072742	
00076824	2	00104622	
00077122	1		
00077211	1		
00077359	7	00087961	
00077451	3	00064841	
00077703	4	01390440	
00077891	3	00078154	
00078069	3	00078154	
00078154	2	02610777	00077891;00078069
00078331	6	01397118	
00078418	3	00064841	
00078513	1		00003133;00064258;00073566;00079223;00079382;00079541;00079704;00079922;00080057;00080342;00080458;00080682;00080825;00082316;00082467;00083414;00083562;00083983;00085829;00087042;00090138;00108713;00374419;00644859
00079223	2	00078513	
00079382	2	00078513	
00079541	2	00078513	
00079704	2	00078513	
00079922	2	00078513	
00080057	2	00078513	00080209
00080209	3	00080057	
00080342	2	00078513	
00080458	2	00078513	
00080682	2	00078513	
00080825	2	00078513	00081120;00081262;00086072;02314354
00081120	3	00080825	
00081262	3	00080825	
00081478	4	00081834	00092915
00081834	3	00206293	00081478;02295917
00082061	4	00063866	
00082316	2	00078513	
00082467	2	00078513	00082682;00082877
00082682	3	00082467	
00082877	3	00082467	00083087
00083087	4	00082877	
00083276	4	01343121	
00083414	2	00078513	
00083562	2	00078513	00061366;00061704;00061838;00083860
00083860	3	00083562	
00083983	2	00078513	00084491;00085659
00084315	4	00498786	
00084491	3	00083983	00021058;00084799;00085106;00085259;00088091
00084799	4	00084491	00084999
00084999	5	00084799	
00085106	4	00084491	
00085259	4	00084491	
00085379	5	00868169	
00085659	3	00083983	
00085829	2	00078513	
00086072	3	00080825	00086350;00086587
00086350	4	00086072	
00086587	4	00086072	
00087042	2	00078513	
00087206	4	00204228	00087405;00087488;00089827
00087405	5	00087206	
00087488	5	00087206	00087740
00087740	6	00087488	00087872
00087872	7	00087740	
00087961	6	00102340	00077359
00088091	4	00084491	00088284
00088284	5	00088091	
00088465	4	00493642	00088724;00088906
00088724	5	00088465	
00088906	5	00088465	
00089076	3	01535377	00062353;00062545;00089354
00089354	4	00089076	
00089502	2	02321848	00089725
00089725	3	00089502	
00089827	5	00087206	
00089938	5	00069650	
00090138	2	00078513	00090265
00090265	3	00090138	
00090460	6	00090640	01284214
00090640	5	00069650	00090460;00091399
00090876	5	00069650	
00091265	5	00069650	
00091399	6	00090640	00091603
00091603	7	00091399	
00091720	5	00069650	00091956
00091956	6	00091720	
00092045	4	00204228	00075867;00093345;00093529
00092442	4	00205454	00023466;00092772
00092772	5	00092442	
00092915	5	00081478	
00093079	4	00387981	
00093345	5	00092045	
00093529	5	00092045	00097148
00093733	5	00242575	
00093907	5	00231172	
00094066	3	00094214	
00094214	2	00109468	00094066;00094766;00095025;00095131;00095349;00095501;00095624;00095744;00096274;00096402;00108279
00094766	3	00094214	
00095025	3	00094214	
00095131	3	00094214	
00095349	3	00094214	
00095501	3	00094214	
00095624	3	00094214	
00095744	3	00094214	
00095890	7	00231983	
00096018	7	00231983	
00096150	3	01297878	
00096274	3	00094214	
00096402	3	00094214	
00096520	2	00104622	
00096783	7	02515621	00096933
00096933	8	00096783	
00097148	6	00093529	
00097375	3	00206293	00251763
00097535	3	00097695	
00097695	2	00109468	00097535
00097837	4	00022092	00098100;00098271
00098100	5	00097837	
00098271	5	00097837	
00098524	3	02008888	
00098717	5	00098938	
00098843	5	00098938	
00098938	4	00205454	00098717;00098843;00099128
00099128	5	00098938	
00099271	6	00075867	
00099475	1		00027057;00099798;00099989;00101031;01152836
00099798	2	00099475	
00099989	2	00099475	00100164
00100164	3	00099989	
00100305	3	02413117	00100659
00100659	4	00100305;02413117	00100891
00100891	5	00100659	
00101031	2	00099475	
00101188	2	01835473	
00101383	3	00010234	
00101533	3	00005041	
00101710	3	00006238	
00102057	3	00006238	
00102174	3	01238728	
00102340	5	00069650	00087961
00102545	3	00010234	00102728
00102728	4	00102545	
00103071	3	00281861	
00103373	3	00281861	
00103495	2	00126072	
00103629	3	00281861	00103780
00103780	4	00103629	
00103901	2	01549783	
00104053	3	00281861	
00104219	2	01381221	
00104421	2	01381221	
00104622	1		00006238;00034941;00054724;00059670;00062168;00072742;00074587;00076824;00096520;00105087
00105087	2	00104622	00003443;00003662;00004605;00291925;00520136
00105308	2	00010428	00105532
00105532	3	00105308	
00105712	2	02610777	00105971;00106166
00105971	3	00105712	
00106166	3	00105712	
00106346	4	00047662	
00106477	3	00019441	
00106597	2	00010428	
00106714	5	00069650	
00106914	4	00045868	
00107035	3	00018806	
00107173	2	00010428	
00107272	2	00010428	
00107408	4	00151509	
00107543	5	00069650	
00107747	1		00107925
00107925	2	00107747	
00108107	4	00363001	
00108279	3	00094214	
00108408	4	02302103	
00108551	4	00799359	
00108713	2	00078513	
00109067	3	00005041	
00109197	4	00067770	00109348
00109348	5	00109197	
00109468	1		00024807;00046251;00094214;00097695;00113228;00113536;00113661;00114645;00116173;00119681;00120854;00122293;00122826;00124886;00125255;00125649;00134372;00134706;00138328;00139943;00140787;00144670;00145958;00155355;00160255;00160461;00160820;00169459;00169614;00193672;00203148;00209244;00211164;00214694;00219829;00220887;00229452;00238763;00239258;00239753;00240207;00251425;00255372;00255753;00267927;00272745;00272976;00281690;00281861;00283693;00305890;00313162;00314386;00328938;00337070;00343834;00350937;00356912;00366463;00370779;00373765;00373903;00382272;00385082;00392673;00394655;00402279;00410568;00411945;00419488;00420903;00435327;00436056;00444071;00444339;00455606;00462309;00469496;00469704;00477064;00482486;00492392;00493161;00500385;00501437;00502799;00511039;00523831;00525379;00525762;00526244;00527012;00527309;00527419;00527829;00528881;00529916;00532849;00532984;00537068;00537887;00538130;00538233;00538839;00539123;00539279;00539403;00539932;00540190;00543200;00544096;00544367;00544490;00546372;00546637;00548102;00548301;00549559;00549696;00550476;00552287;00553083;00553892;00554484;00555971;00556731;00558293;00562343;00562452;00564437;00565228;00565772;00566356;00566669;00567101;00568176;00568852;00570818;00571771;00572978;00573098;00573439;00573579;00573865;00575295;00576073;00576797;00577461;00577575;00577761;00578577;00579075;00579939;00580444;00581219;00582115;00582432;00582748;00584141;00584600;00585487;00585887;00587464;00587675;00588295;00589255;00646092;00656117;01082916;01560556;01748949;01779835;01973786;01987785;01990729;01993067;02112831;02118539;02154041;02226417;02388582;02472626;02518714;02539573;02607805;02631740;02631997;02633302;02673478;02673617;02730942;02754634;02764539
00113228	2	00109468	
00113413	2	00126072	
00113536	2	00109468	
00113661	2	00109468	
00113860	2	00126072	
00114099	3	00114965	
00114289	3	00114965	
00114423	3	00114645	
00114645	2	00109468	00114423;00117686;00270775;00281547
00114965	2	00126072	00114099;00114289;00115887;00116011;00116304;00116427;00116696;00116893;00117154;00117306;00117432;00117565;00321821;00382167;00384542;00459709;00505982;00508745;00512511;00512717;00528312;00551900;00557466;00570947;00577937;00586375;00586482;00586576;00586683;00586782;00586882;00586984;00587063;00587150;00587234;00995937
00115887	3	00114965	
00116011	3	00114965	
00116173	2	00109468	
00116304	3	00114965	
00116427	3	00114965	
00116696	3	00114965	
00116893	3	00114965	
00117038	2	00126072	
00117154	3	00114965	
00117306	3	00114965	
00117432	3	00114965	
00117565	3	00114965	
00117686	3	00114645	
00117793	2	02610777	00118243;00118730;02493017;02712985;02740675;02750695
00118243	3	00117793	
00118331	2	02610777	00235827;02653599;02708878
00118572	1		
00118730	3	00117793	
00118882	3	00160461	
00119074	7	00251950	
00119332	6	00252905	
00119533	6	00252905	
00119681	2	00109468	00120025
00119903	2	00126072	
00120025	3	00119681	
00120124	2	00126072	00120483;00120604;02735289
00120483	3	00120124	
00120604	3	00120124	
00120854	2	00109468	02745355
00121022	2	02372362	00121195
00121195	3	00121022	
00121314	2	00122978	
00121486	3	00138328	
00121734	2	00126072	
00121905	2	00126072	
00122097	2	00126072	
00122293	2	00109468	
00122456	2	00122978	
00122661	2	00126072	
00122826	2	00109468	
00122978	1		00121314;00122456;00123702;00123882;00124250;00300361;00304721;00304881;00437357;00437621;00438402;00534853;02752324
00123702	2	00122978	
00123882	2	00122978	
00124034	3	00169614	
00124250	2	00122978	00124467;00124662;01976145
00124467	3	00124250	
00124662	3	00124250	
00124886	2	00109468	
00125097	3	00140787	
00125255	2	00109468	
00125441	2	00126072	
00125649	2	00109468	00125951;00283283
00125951	3	00125649	
00126072	1		00018806;00019266;00019441;00024642;00052265;00064660;00066456;00103495;00113413;00113860;00114965;00117038;00119903;00120124;00121734;00121905;00122097;00122661;00125441;00133944;00134136;00134545;00134821;00135093;00135386;00135665;00136251;00137133;00139406;00139549;00142011;00145443;00148583;00149289;00151268;00153083;00156084;00160069;00160688;00161795;00164911;00181809;00191014;00191218;00191331;00191717;00191849;00192383;00199854;00200761;00202086;00202809;00203298;00206293;00208618;00215377;00218901;00219438;00221295;00222561;00225327;00228339;00239753;00244010;00250565;00250855;00254387;00254550;00254647;00256275;00259743;00268251;00271239;00271625;00272510;00273190;00273482;00274244;00277172;00282836;00284671;00287365;00288779;00294191;00296344;00296959;00299677;00302119;00302911;00304442;00309181;00309316;00309557;00312341;00313597;00313791;00314513;00314788;00324178;00326971;00337528;00339369;00353480;00362294;00365841;00371065;00371917;00373611;00375339;00376536;00380667;00380830;00381543;00381684;00382521;00382681;00382927;00383164;00383306;00384108;00384213;00385291;00386056;00386923;00387386;00387824;00388590;00388736;00388967;00394100;00394236;00400274;00400694;00401007;00401333;00401789;00402594;00403446;00404516;00406161;00406465;00406778;00407168;00410044;00410206;00410794;00410980;00411169;00411331;00411742;00412237;00412472;00412717;00413217;00413436;00413621;00413785;00417805;00417926;00418521;00420328;00421085;00421669;00421862;00432280;00434621;00438078;00439450;00440042;00440298;00441241;00442400;00445264;00447650;00448905;00449245;00449395;00450647;00453467;00457312;00459231;00462911;00469149;00470100;00470835;00471317;00476750;00480529;00480863;00481152;00481500;00483111;00488490;00490235;00494195;00494639;00495974;00499611;00500893;00501136;00501915;00502240;00502615;00503166;00505351;00506232;00506701;00509113;00512399;00513267;00513958;00515811;00515952;00519195;00520309;00520934;00521961;00522265;00523148;00523693;00524384;00524725;00524975;00525163;00525610;00526361;00526885;00527723;00528447;00531909;00533408;00533509;00533687;00533966;00534977;00535174;00535302;00535449;00535625;00535760;00536749;00536924;00537223;00537384;00537758;00538396;00538574;00538712;00538972;00539534;00539651;00542026;00543748;00544998;00545091;00545629;00546502;00547608;00548380;00548573;00548786;00548882;00549075;00550297;00552795;00552917;00553215;00553330;00553535;00553696;00554285;00554804;00554951;00555187;00555545;00555806;00556524;00557078;00557670;00557932;00558099;00559296;00560040;00560179;00560633;00560831;00560996;00561970;00562964;00563259;00563797;00563959;00564177;00564901;00566158;00566935;00567399;00567646;00567972;00568681;00569048;00569311;00569560;00569738;00569956;00570633;00571460;00572815;00573263;00574324;00574534;00574648;00574748;00575009;00575418;00575812;00576246;00576436;00577047;00578056;00578766;00578916;00579193;00579372;00579810;00580182;00580642;00581029;00581422;00581589;00581797;00581942;00582282;00582586;00582968;00583222;00583395;00583994;00584319;00584836;00584982;00586031;00587318;00587538;00588439;00589020;00589133;00622345;00935528;00942245;00962766;01059908;01101280;01106247;01197471;01210147;01248885;01249008;01249165;01256032;01278080;01287511;01341863;01361848;01371262;01441539;01464634;01491585;01496398;01535377;01536935;01577754;01587796;01613367;01671027;01679858;01805480;01805679;01827478;01988748;02119407;02131328;02143239;02166188;02172638;02195552;02201394;02262575;02309221;02329474;02431646;02472426;02525657;02539414;02541562;02585532;02607993;02609063;02632176;02633015;02759517
00133786	3	02585532	
00133944	2	00126072	
00134136	2	00126072	
00134372	2	00109468	
00134545	2	00126072	
00134706	2	00109468	
00134821	2	00126072	
00135093	2	00126072	
00135386	2	00126072	
00135665	2	00126072	
00135852	3	00145958	
00136062	3	01266847	
00136251	2	00126072	
00136375	3	01266847	
00136481	3	00145958	
00136608	3	00145958	
00136799	2	02731589	00497754
00137133	2	00126072	00137611;00137760;00137889;00138037;00504245;00516235;00565377;00838605;01038191;01211755;02115410;02513385;02542223;02608682
00137611	3	00137133	
00137760	3	00137133	
00137889	3	00137133	
00138037	3	00137133	
00138180	4	02115410	
00138328	2	00109468	00121486;00138980;00139187;00140571;00200023;00202600;00381095;00384726;00387981;00395469;00868726;01522610
00138980	3	00138328	
00139187	3	00138328	
00139406	2	00126072	
00139549	2	00126072	
00139728	4	00498786	
00139943	2	00109468	00266827;00267083;00267472;00306798;00307505;00323648;00331375;00334996;00365282;00366928;00367511;00378713;00395719;00398482;00399980;00432563;00443222;00444939;00446124;00446422;00446895;00448264;00502129;00508224;00508412;01461602;02045722;02473085
00140571	3	00138328	
00140787	2	00109468	00125097;00141344;00264117;00393662;00436806;00464382;00477896;00478596;00547689;01225746;01282617;02039764;02058913;02086193
00141182	3	00142011	
00141344	3	00140787	
00141452	3	00142011	
00141569	3	00142011	
00141734	3	00142011	
00141875	3	00144670	
00142011	2	00126072	00141182;00141452;00141569;00141734;00142787;00142885;00143024;00143158;00143360;00143524;00143734;00144134;00144266;00144364;00144967;00145119;00145268;00264357;00301318;00464691;00477675;00478178;00478313;00478459;00478759;01525496;01587371
00142787	3	00142011	
00142885	3	00142011	
00143024	3	00142011	
00143158	3	00142011	
00143360	3	00142011	
00143524	3	00142011	
00143734	3	00142011	
00143860	3	00144670	
00143989	3	00144670	
00144134	3	00142011	
00144266	3	00142011	
00144364	3	00142011	
00144514	3	00144670	
00144670	2	00109468	00141875;00143860;00143989;00144514;01487029;01587942;01588063;01588197;02630209;02631602
00144967	3	00142011	00145722
00145119	3	00142011	
00145268	3	00142011	
00145443	2	00126072	
00145592	4	01390440	
00145722	4	00144967	00145843
00145843	5	00145722	
00145958	2	00109468	00018519;00023861;00024040;00026146;00026378;00045548;00045868;00047662;00053606;00054002;00135852;00136481;00136608;00147635;00149403;00204228;00205454;00220702;00233215;00238397;00259252;00265761;00265980;00267684;00268135;00268405;00269051;00271498;00307321;00359085;00361585;00362041;00370281;00370517;00373318;00374173;00374806;00375692;00377673;00389909;00411574;00431952;00432070;00447469;00447840;00448726;00449635;00452793;00458282;00458524;00458725;00458953;00459426;00468364;00475925;00499743;00499917;00500503;00500593;00501719;00503413;00507306;00507458;00522828;01349486;01349660;01543237;01767681;02347796;02503049;02642894;02763262;02766580
00147635	3	00145958	00148161;00148417
00148161	4	00147635	
00148292	2	00427911	
00148417	4	00147635	
00148583	2	00126072	00148787
00148787	3	00148583	
00148938	4	00149403	
00149116	4	00149403	
00149289	2	00126072	
00149403	3	00145958	00148938;00149116;00149916;00523362;00550143;00558481;00559613;00559750
00149916	4	00149403	
00150107	3	00394655	00150934;00151394;00159450;00315583;00394379;00457551;02548492;02665734
00150596	4	01746767	00150797
00150797	5	00150596	
00150934	4	00150107	
00151099	3	00296959	00429200;00429371
00151268	2	00126072	
00151394	4	00150107	
00151509	3	00169459	00107408;00152378;00152582;00152707;00152881;00154854;00156293;00223926;00238145;00241457;00242575;00245945;00265591;00268567;00269200;00291745;00315821;00317295;00431447;00432779;00434731;00434886;00440913;00547953
00152378	4	00151509	
00152582	4	00151509	
00152707	4	00151509	
00152881	4	00151509	
00153083	2	00126072	00153949;00154196;00154416;00154586;00154774;00158311;00241179;00248276;00254163;00265272;00291064;00311719;00318501;00385860;00429536;00433234;00433389;00440653;00440804;00498142;00541315;02211095
00153784	3	00442400	
00153949	3	00153083	
00154196	3	00153083	
00154416	3	00153083	
00154586	3	00153083	00542243;00542497;00571601
00154774	3	00153083	
00154854	4	00151509	
00154951	5	00231172	00155214;00155947
00155214	6	00154951	
00155355	2	00109468	
00155535	5	00434185	
00155677	4	00156409	00155835
00155835	5	00155677	
00155947	6	00154951	
00156084	2	00126072	
00156293	4	00151509	
00156409	3	00169459	00155677;00157027;00157155;00157270;00157431;00157902;00158192;00158612;00182551;00226992;00227591;00231172;00247816;00304246;00316996;00318269;00433525;00434185;00434478;00547809;00556161
00157027	4	00156409	
00157155	4	00156409	
00157270	4	00156409	
00157431	4	00156409	
00157652	5	00231172	00435030
00157758	5	00231172	
00157902	4	00156409	
00158030	5	00434185	
00158192	4	00156409	
00158311	3	00153083	00158495
00158495	4	00158311	
00158612	4	00156409	00159044;00159176;00572467
00159044	5	00158612	
00159176	5	00158612	
00159361	5	02309962	
00159450	4	00150107	00159688
00159688	5	00159450	00159894
00159894	6	00159688	
00160069	2	00126072	
00160255	2	00109468	
00160461	2	00109468	00118882
00160688	2	00126072	
00160820	2	00109468	
00161033	5	00162496	00161539;00161680;00161975;00189281;01613570
00161539	6	00161033	
00161680	6	00161033	
00161795	2	00126072	
00161975	6	00161033	00162158
00162158	7	00161975	
00162357	3	00381684	
00162496	4	01634614	00161033;00163059;00578407
00163059	5	00162496	
00163249	4	01634614	00163511
00163511	5	00163249	
00163723	4	01634614	
00163880	4	01634614	
00164009	4	01634614	
00164252	4	01634614	00489706
00164466	4	01634614	
00164624	3	00221295	
00164911	2	00126072	
00165052	3	00221295	
00165258	3	00220887	
00165426	4	00446422	
00165597	4	00446124	
00165779	3	00220887	00166028;00166139;00166265;00166401;00166556;00166653
00166028	4	00165779	
00166139	4	00165779	
00166265	4	00165779	
00166401	4	00165779	
00166556	4	00165779	
00166653	4	00165779	
00166760	3	00225327	00166999
00166999	4	00166760	
00167193	3	00225327	
00167343	2	01620211	
00167460	5	00168396	
00167632	3	02629987	
00167742	4	00205454	
00168025	4	00205454	
00168201	3	01622373	
00168396	4	01634614	00167460;00168718
00168718	5	00168396	00168984
